Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/ Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
2605,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB007928G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2606,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB007927G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2607,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB007926G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2608,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB007925G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2609,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB007924G,1,46381,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2610,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009883G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2611,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009879G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2612,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009884G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2613,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009885G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2614,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009866G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2615,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009865G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2616,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009864G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2617,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009863G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2618,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009886G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2619,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009887G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2620,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009888G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2621,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009889G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2622,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009890G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2623,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009891G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
2624,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009892G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2625,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009893G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2626,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009862G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2627,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009861G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2628,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009860G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2629,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009859G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2630,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009858G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2631,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009857G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2632,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009856G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2633,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009855G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2634,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009854G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2635,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009853G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2636,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009852G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2637,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009851G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2638,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009850G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2639,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009849G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2640,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009848G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2641,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009847G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2642,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009846G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2643,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009898G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2644,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009897G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2645,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009896G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2646,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009895G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2647,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009894G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2648,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009737G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2649,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009736G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2650,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009735G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2651,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009734G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2652,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009733G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2653,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009732G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2654,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009731G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2655,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009730G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2656,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009729G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2657,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009845G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2658,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009844G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2659,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009843G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2660,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009842G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2661,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009841G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2662,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009840G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2663,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009839G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2664,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009838G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
2665,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009837G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2666,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009836G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2667,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009835G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2668,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009834G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2669,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009833G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2670,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009832G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2671,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009831G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2672,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009830G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2673,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009829G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2674,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009826G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2675,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009816G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2676,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009812G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2677,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009808G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2678,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009793G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2679,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009781G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2680,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009778G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2681,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009770G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2682,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009766G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2683,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009757G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2684,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009754G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2685,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009742G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2686,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009741G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2687,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009740G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2688,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009739G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2689,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009738G,1,46394,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2690,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB010028G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2691,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB010025G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2692,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB010023G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2693,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB010021G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2694,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB010020G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2695,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB010013G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2696,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB010010G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2697,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB010008G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2698,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009996G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2699,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009981G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2700,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009980G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2701,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009973G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2702,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009972G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2703,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009955G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2704,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009950G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2705,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009949G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
2706,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009946G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2707,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009933G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2708,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009932G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2709,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009910G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2710,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009907G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2711,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009905G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2712,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009904G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2713,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009903G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2714,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009902G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2715,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009901G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2716,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009900G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2717,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB009899G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
2718,"MARCAPASSO IMPLANTÁVEL COM TECNOLOGIA MRISURESCAN – CÂMARA DUPLA",MEDTRONIC,FNB010268G,1,46395,NA,11/11/2021,"Praça Agrícola La Paz Tristante, 131 - Osasco/SP",SP
