3231,LORAZEPAM 2MG C/30 CP,GERMED FARMACEUTICA LTDA,1D8673,2 CAIXAS,,2,47,3438 / 2020 / 100425,21/05/2020,DROGARIA,-
3232,LOSARTANA POT 50MG C/30CPRV/NEO,DISLAB - GO,B20D0754,24UN,-,-,267688,1400/2020,20/05/2020,EMBU DAS ARTES,SP
3233,LOSARTANA POT 50MG C/30CPRV/TEU,DISLAB - GO,14183055,1UN,-,-,237874,543/2020,07/03/2020,CAMPINAS,SP
3234,"LOSARTANA POTAS 50MG COMP REV CT BL2X15",BRAINFARMA IND. QUÍM. E FARM.,B20B0734,1920,54.365,0,707241,20E0180000763,11/03/2020,"BR-232, VIA LOCAL. MUNICÍPIO DE POMBOS -PERNAMBUCO - PE",PE
3235,"LOSARTANA POTAS 50MG COMP REV CT BL2X15",BRAINFARMA IND. QUÍM. E FARM.,B20B1094,9360,52.633,0,707241,20E0180000763,11/03/2020,"BR-232, VIA LOCAL. MUNICÍPIO DE POMBOS -PERNAMBUCO - PE",PE
3236,"LOSARTANA POTAS 50MG COMP REV CT BL2X15",BRAINFARMA IND. QUÍM. E FARM.,B20B1095,18720,54.318,0,707241,20E0180000763,11/03/2020,"BR-232, VIA LOCAL. MUNICÍPIO DE POMBOS -PERNAMBUCO - PE",PE
3237,LOSARTANA POTASSICA 50 MG 30 CPR,NEO QUIMICA,B20J0449,24,NA,NA,84.641,2020-055419157-001,10/11/2020,"RUA JOSE ALVES DA SILVA, 69.  BAIRRO CAIÇARAS - BELOHORIZONTE/MG",MG
3238,LOSARTANA POTASSICA 50 MG 30 CPR,NEO QUIMICA,B20J0449,120,NA,NA,84.665,2020-055419157-001,10/11/2020,"RUA JOSE ALVES DA SILVA, 69.  BAIRRO CAIÇARAS - BELOHORIZONTE/MG",MG
3239,LOSARTANA POTASSICA 50 MG 30 CPR,NEO QUIMICA,B20J0449,10,NA,NA,84.717,2020-055419157-001,10/11/2020,"RUA JOSE ALVES DA SILVA, 69.  BAIRRO CAIÇARAS - BELOHORIZONTE/MG",MG
3240,LOSARTANA POTASSICA 50MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",20C400,300,300,0,416254,2020-013885008-001,18/03/2020,Belo Horizonte,MG
3241,LOSARTANA POTASSICA 50MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",20C933,96,96,0,422264,2020-016912409-001,08/04/2020,Belo Horizonte,MG
3242,LOSARTANA POTASSICA 50MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",20C933,96,96,0,422267,2020-016912409-001,08/04/2020,Belo Horizonte,MG
3243,LOSARTANA POTASSICA 50MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",20C933,96,96,0,422268,2020-016912409-001,08/04/2020,Belo Horizonte,MG
3244,LOSARTANA POTASSICA 50MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",20D83A,50,50,0,430225,2020-021358323-001,05/05/2020,Belo Horizonte,MG
3245,LOSARTANA POTASSICA 50MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",20D83A,100,100,0,430296,2020-021358323-001,05/05/2020,Belo Horizonte,MG
3246,LOSARTANA POTASSICA 50MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",20D83A,150,150,0,430315,2020-021358323-001,05/05/2020,Belo Horizonte,MG
3247,LOSARTANA POTASSICA 50MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",20D83A,100,100,0,430318,2020-021358323-001,05/05/2020,Belo Horizonte,MG
3248,LOSARTANA POTASSICA 50MG 30 CPS,"PRATI, DONADUZZI E CIA LTDA",20D424,96 unidades,96,96,315164,-,01/05/2020,-,PR
3249,LOSARTANA POTASSICA 50MG 60 CPS,"PRATI, DONADUZZI E CIA LTDA",20E40E,960 UNIDADES,6.048,5088,211566,87372/2020  e 15250279,10/06/2020,Goiania,GO
3250,LOSARTANA POTASSICA 50MG 60 CPS,"PRATI, DONADUZZI E CIA LTDA",20G796,12,12,0,486452,2020-055465836-001,17.11.2020,Betim,MG
3251,LOSARTANA POTASSICA 50MG 60 CPS,"PRATI, DONADUZZI E CIA LTDA",20I90K,36,36,0,493935,2020-060619004-001,17.12.2020,Sábara,MG
3252,"LOSARTANA POTASSICA 50MG COMP REV1BLX30","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",1913495,99,49.649,0,446729,2020-016912409-001,08/04/2020,BELO HORIZONTE,MG
3253,LOSARTANA POTASSICA 50MG COMP REV C/30 GEN,LABORATÓRIO TEUTO BRASILEIRO,14182882,2 CAIXAS,68.689,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3254,LOSARTANA POTASSICA 50MG COMP REV C/30 GEN,LABORATÓRIO TEUTO BRASILEIRO,14183163,35 CAIXAS,69.158,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3255,LOSARTANA POTASSICA 50MG COMP REV C/30 GEN,LABORATÓRIO TEUTO BRASILEIRO,14183353,33700 CAIXAS,69.716,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3256,LOSARTANA POTASSICA 50MG COMP REV C/30 GEN,LABORATÓRIO TEUTO BRASILEIRO,14183345,6300 CAIXAS,69.352,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3257,Loteprol,BL Indústria Ótica Ltda,332301,24 unidades,12132 unidades,156 unidades,145152,14420748,01/04/2020,GOIÂNIA,GO
3258,LOZAN 200MG COMP C/10 ALU-ALU,LABORATÓRIO TEUTO,22600002,100 CAIXAS,24418,14418,675598,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
3259,LOZAN 200MG COMP C/10 ALU-ALU,LABORATÓRIO TEUTO BRASILEIRO,22600003,400 CAIXAS,29.365,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3260,LOZAN 200MG COMP C/30 ALU-ALU,LABORATÓRIO TEUTO BRASILEIRO,22610005,500 CAIXAS,9.880,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3261,LOZAN 20MG/G CR 30G,LABORATÓRIO TEUTO BRASILEIRO,0086432,450 CAIXAS,13.929,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3262,LUFTY 15ML GOTAS,AIRELA,20G0321,24,NA,NA,84.623,2020-055419157-001,10/11/2020,"RUA JOSE ALVES DA SILVA, 69.  BAIRRO CAIÇARAS - BELOHORIZONTE/MG",MG
3263,LUNE 10MG B1 CT STR 20 CPRV,COSMED IND COSM MED S/A,M915613,96,44.900,1,701071,2020 / 240152,21/02/2020,"Rodovia Regis Bittencourt , BR 116 - KM 02 - Município: CampinaGrande do Sul - PR",PR
3264,LUNE 10MG B1 CT STR 20 CPRV,COSMED IND COSM MED S/A,M915613,144,44.900,1,701070,2020 / 240152,21/02/2020,"Rodovia Regis Bittencourt , BR 116 - KM 02 - Município: CampinaGrande do Sul - PR",PR
3265,LUNE 10MG B1 CT STR 20 CPRV,COSMED IND COSM MED S/A,M915613,48,44.900,1,701069,2020 / 240152,21/02/2020,"Rodovia Regis Bittencourt , BR 116 - KM 02 - Município: CampinaGrande do Sul - PR",PR
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*","Quantidade Fabricada/Importada",Quantidade Estoque,No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
3266,LUNE 10MG B1 CT STR 20 CPRV,COSMED IND COSM MED S/A,M915613,384,44.900,7.248,704345,14023985,28/02/2020,19 km após Bela Vista de Goiás - GO 020,GO
3267,LUNE 10MG B1 CT STR 20 CPRV,COSMED IND COSM MED S/A,M915613,96,44.900,1,701071,2020 / 240152,21/02/2020,"Rodovia Regis Bittencourt , BR 116 - KM 02 - Município:Campina Grande do Sul - PR",PR
3268,LUNE 10MG B1 CT STR 20 CPRV,COSMED IND COSM MED S/A,M915613,144,44.900,1,701070,2020 / 240152,21/02/2020,"Rodovia Regis Bittencourt , BR 116 - KM 02 - Município:Campina Grande do Sul - PR",PR
3269,LUNE 10MG B1 CT STR 20 CPRV,COSMED IND COSM MED S/A,M915613,48,44.900,1,701069,2020 / 240152,21/02/2020,"Rodovia Regis Bittencourt , BR 116 - KM 02 - Município:Campina Grande do Sul - PR",PR
3270,LUNE 10MG B1 CT STR 20 CPRV,COSMED IND COSM MED S/A,M002997,48 UNIDADES,44.913 UNIDADES,0,109.656,1990324201130030028,30.11.2020,"BR 381, KM 313, MUNICÍPIO: ANTONIO DIAS",MG
3271,LUNE 10MG B1 CT STR 20 CPRV,COSMED IND COSM MED S/A,M002997,144 UNIDADES,44.913 UNIDADES,0,109.658,1990324201130030028,30.11.2020,"BR 381, KM 313, MUNICÍPIO: ANTONIO DIAS",MG
3272,LUT VISION SUPLEMENTO ALIMENTAR CAPS C/ 60,LABORATÓRIO TEUTO BRASILEIRO,43750005,20 CAIXAS,"PRODUTO TERCEIRO (APENASDISTRIBUIÇÃO)",0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3273,LUT VISION SUPLEMENTO ALIMENTAR CAPS C/ 60,LABORATÓRIO TEUTO BRASILEIRO,43750009,180 CAIXAS,"PRODUTO TERCEIRO (APENASDISTRIBUIÇÃO)",0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3274,Luvox 50 mg,Abbott Laboratórios do Brasil Ltda.,1128401,4 caixas,61.854,0,260017,4.807/2020-0,20/10/2020,Guará,DF
3275,Luvox 50 mg,Abbott Laboratórios do Brasil Ltda.,1128401,54 caixas,61.854,0,000260218,"2099/20202112/2020",12/11/2020,São Paulo,SP
3276,LYNPARZA TAB 150MG BL 7X8,ELFA MEDICAMENTOS S.A.,RC403,2 CAIXA,-,15,N°.000205146,229/220,19/08/2020,"RODOVIA BR 050 , 1 UBERABA",MG
3277,LYRICA 150MG X 28 CAPS,Pfizer,CH0759,144,60.160,48.545,113432,"M1073-2020-00000156 / 2020-002011453-001",12/01/2020,BR 381 Carmo da Cachoeira,MG
3278,LYRICA 150MG X 28 CAPS,Pfizer,CH0759,120,60.160,52.276,112372,M2322-2019-00002599,15/12/2019,ESTIVA,MG
3279,LYRICA 150MG X 28 CAPS,Pfizer,CH0759,240,60.160,52.276,112373,M2322-2019-00002599,15/12/2019,ESTIVA,MG
3280,LYRICA 75MG X 14CAPS (C1),Pfizer,AX4545,12,5.390,3.075,113432,"M1073-2020-00000156 / 2020-002011453-001",12/01/2020,BR 381 Carmo da Cachoeira,MG
3281,LYRICA 75MG X 14CAPS (Cl),Pfizer,AX4545,12,5.390,3.314,112372,M2322-2019-00002599,15/12/2019,ESTIVA,MG
3282,LYRICA 75MG X 28 CAPS (C1),Pfizer,AR8962,480,115.390,6.494,112373,M2322-2019-00002599,15/12/2019,ESTIVA,MG
3283,LYRICA 75MG X 28 CAPS (Cl),Pfizer,AR8962,768,115.390,6.494,112372,M2322-2019-00002599,15/12/2019,ESTIVA,MG
3284,MABTHERA 100MG/10ML 2 FAMP,ROCHE,H0297B07,07 UNIDADES,9.331 UNIDADES,6.827 UNIDADES,360778,69 / 2020,17/03/2020 ÀS 05:40H,"DURANTE A ENTREGA DE PRODUTOS ROCHE AOCLIENTE FUND ANTONIO PRUDENTE-SP.",SP
3285,"MABTHERA 1400 MG/11.7 ML 1 VIAL BR(SUBCUTANEO)",ELFA MEDICAMENTOS S.A.,B0051B01,3 CAIXA,-,29,N°.000205121,229/220,19/08/2020,"RODOVIA BR 050 , 1 UBERABA",MG
3286,MABTHERA 500MG/50ML 1FAMP,ROCHE,H0980B03,08 UNIDADES,4.458 UNIDADES,319 UNIDADES,360778,69 / 2020,17/03/2020 ÀS 05:40H,"DURANTE A ENTREGA DE PRODUTOS ROCHE AOCLIENTE FUND ANTONIO PRUDENTE-SP.",SP
3287,MABTHERA 500MGl50ML 1FAMP,ROCHE,H0980B03,01 UNIDADE,4458 UNIDADES,373 UNIDADES,360904,3693001 / 2020,18/03/2020,SÃO PAULO,SP
3288,MABTHERA SC 1400MG/11.7ML 1VIAL BR,ROCHE,B0049B22,03 UNIDADES,2.418 UNIDADES,2.041 UNIDADES,360778,69 / 2020,17/03/2020 ÀS 05:40H,"DURANTE A ENTREGA DE PRODUTOS ROCHE AOCLIENTE FUND ANTONIO PRUDENTE-SP.",SP
3289,MACRODANTINA 100MG 28CPS,"COSMED INDUSTRIA DECOSMETICOS E MEDICAMENTOS S.A.",B20B0439,3 CAIXAS,,3,44,3438 / 2020 / 100425,21/05/2020,DROGARIA,-
3290,MACRODANTINA 100MG C/28 COMP,HYPERMARCAS S.A,B20A0233,1,-,-,11309338,2114/2020,06/03/2020,GUARUJÁ,SP
3291,MACRODANTINA 100MG CT BL 144 CAP,COSMED IND COSM MED S/A,B20A2203,324,5.532,0,703964,14023985,28/02/2020,19 km após Bela Vista de Goiás - GO 020,GO
3292,MACRODANTINA 100MG CT BL 144 CAP,COSMED IND COSM MED S/A,B20A2208,4032,4.827,0,704297,14023985,28/02/2020,19 km após Bela Vista de Goiás - GO 020,GO
3293,MACRODANTINA 100MG CT BL 144 CAP,COSMED IND COSM MED S/A,B20A2208,120,4.827,0,704296,14023985,28/02/2020,19 km após Bela Vista de Goiás - GO 020,GO
3294,MACRODANTINA 100MG CT BL 144 CAP,COSMED IND COSM MED S/A,B20A2208,144,4.827,0,704295,14023985,28/02/2020,19 km após Bela Vista de Goiás - GO 020,GO
3295,MACRODANTINA 100MG CT BL 144 CAP,COSMED IND COSM MED S/A,B20A2208,528,4.827,0,704294,14023985,28/02/2020,19 km após Bela Vista de Goiás - GO 020,GO
3296,MAGNAZIA COMP MAST,"CIMED INDÚSTRIA DEMEDICAMENTOS LTDA",1909256,10,8.989,110,406195,2020-001376043-001,09/01/2020,RIBEIRÃO DAS NEVES,MG
3297,MAGNAZIA COMP MAST 2 BL X 15 FARMA,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2020678,360 UNIDADES,8.222,713,539.911,20E023000428,03/11/20230,LAJEDO,PE
3298,MAGNAZIA SUS OR FR 240 ML,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2002421,2,19.830,0,446287,2020-016912409-001,08/04/2020,BELO HORIZONTE,MG
3299,MAGNOPYROL GTS CT 24X1 FR PL 20ML,COSMED IND COSM MED S/A,B20E1793,24 UNIDADES,"1.874,124 UNIDADES",7 CAIXAS,109.657,1990324201130030028,30.11.2020,"BR 381, KM 313, MUNICÍPIO: ANTONIO DIAS",MG
3300,MAGNOSTASE 2MG COMP CT BL PVDC 1X12,BRAINFARMA IND. QUÍM. E FARM.,B19M0352,240,96.464,0,704006,14023985,28/02/2020,19 km após Bela Vista de Goiás - GO 020,GO
3301,"MAL DEXCLOR+BETAMETA XP1VDX120ML GEN","GEOLAB INDUSTRIAFARMACEUTICA S/A",2005184,264 CART,16.392 CART,17 CART,351434,B.O. 20200530142832400,30/05/2020,"CIDADE SANTO ANTONIO DO DESCOBERTO - GO, BR060, KM 7.0",GO
3302,"MAL DEXCLOR+BETAMETA XP1VDX120ML GEN","GEOLAB INDUSTRIAFARMACEUTICA S/A",2005184,240 CART,16.392 CART,17 CART,351385,B.O. 20200530142832400,30/05/2020,"CIDADE SANTO ANTONIO DO DESCOBERTO - GO, BR060, KM 7.0",GO
3303,"MAL DEXCLOR+BETAMETASONA XPE FR1X120ML",BRAINFARMA IND. QUÍM. E FARM.,B19M0477,24,30.585,60,704292,14023985,28/02/2020,19 km após Bela Vista de Goiás - GO 020,GO
3304,"MAL ENALAPRIL 20 MG COMP 1BLALU ALU X 30","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2004191,4,126.930,12600,451310,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
3305,"MAL ENALAPRIL 20 MG COMP 1BLALU ALU X 30","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2003072,20,131.129,0,451310,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
3306,"MAL ENALAPRIL 20 MG COMP 1BLALU ALU X 30","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2003072,10,131.129,0,450885,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
3307,"MAL ENALAPRIL 20 MG COMP 1BLALU ALU X 30","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2004191,8,196.930,12600,450885,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
3308,"MAL ENALAPRIL 20 MG COMP 1BLALU ALU X 30","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2004691,10,62.222,10888,451387,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
3309,"MAL ENALAPRIL 20 MG COMP 1BLALU ALU X 30","CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2004190,2,116.549,118,451387,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
3310,MAL ENALAPRIL 20MG COMP 1BL ALU ALU X 30,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2003071,120,130111,2.317,437095,2020-014722225-001,24/03/2020,RIBEIRÃO DAS NEVES,MG
3311,MAL ENALAPRIL 20MG COMP 1BL ALU ALU X 30,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2003071,30,130.111,0,446731,2020-016912409-001,08/04/2020,BELO HORIZONTE,MG
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*","Quantidade Fabricada/Importada",Quantidade Estoque,No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
3312,MAL ENALAPRIL 20MG COMP 1BL ALU ALU X 30,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2003071,120,130.111,0,434.339,2020-013885008-001,18/03/2020,RIBEIRÃO DAS NEVES,MG
3313,MAL ENALAPRIL 20MG COMP 1BL ALU ALU X 30,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2003071,120,130.111,0,437.095,2020-014722225-001,24/03/2020,RIBEIRÃO DAS NEVES,MG
3314,MALE DEXC+BETAMET C/20 COMP EMS,EMS S A,1I0155,2,-,-,11299830,2114/2020,06/03/2020,GUARUJÁ,SP
3315,MALE DEXCLORFENI 120ML EMS,EMS S A,118928,3,Não se aplica,0,11429763,1164/2020,19/03/2020,DIADEMA,SP
3316,MALEATO ENALAPRIL 10MG CT ENV 30 COMP,BRAINFARMA IND. QUÍM. E FARM.,B19L0014,36,36.594,0,704293,14023985,28/02/2020,19 km após Bela Vista de Goiás - GO 020,GO
3317,MALEATO ENALAPRIL 10MG CT ENV 30 COMP,BRAINFARMA IND. QUÍM. E FARM.,B19L0022,10,36.676,0,704293,14023985,28/02/2020,19 km após Bela Vista de Goiás - GO 020,GO
3318,MALEATO ENALAPRIL 10MG CT ENV 30 COMP,BRAINFARMA IND. QUÍM. E FARM.,B19L0029,14,35.974,0,704293,14023985,28/02/2020,19 km após Bela Vista de Goiás - GO 020,GO
3319,"MALFATO DE DEXCLORFENIRAMINA+BETAMETASONA XAROPE",MEDLEY GENÉRICO,9RA04222,1,0,0,880886,182/2020-0,09/01/2020,BRASÍLIA,DF
3320,MALU 1BLT C/21 COM,SIGMA,0V8330,144,64704,0,1717254,059-07525/2020-01,10/07/2020,"RUA GENERAL DIONÍSIO, S/N, VINTE E CINCO DE AGOSTO,DUQUE DE CAXIAS - RJ",RJ
3321,MALU 1BLT C/21 COM,SIGMA,0V8330,144,64704,0,1717368,059-07525/2020-01,10/07/2020,"RUA GENERAL DIONÍSIO, S/N, VINTE E CINCO DE AGOSTO,DUQUE DE CAXIAS - RJ",RJ
3322,MALVONA SOL 100ML,"LABORATORIO DAUDT OLIVEIRALT",190571,1,-,-,11302223,2114/2020,06/03/2020,GUARUJÁ,SP
3323,MALVONA SOL 100ML,"LABORATORIO DAUDT OLIVEIRALT",190571,1,-,-,11302389,2114/2020,06/03/2020,GUARUJÁ,SP
3324,MALVONA SOL 100ML,"LABORATORIO DAUDT OLIVEIRALT",190571,1,-,-,11301795,2114/2020,06/03/2020,GUARUJÁ,SP
3325,MALVONA SOL 100ML,"LABORATORIO DAUDT OLIVEIRALT",190571,2,-,-,11306869,2114/2020,06/03/2020,GUARUJÁ,SP
3326,MAMYLAN BG C/30 G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2025760,224 UNIDADES,12.386,0,432804,20I031906081,04/08/2020,JABOATÃO DOS GUARARAPES,PE
3327,MARESIS BABY SOL SPRAY FR 100ML,DIVCOM S A,191132,6,-,-,11309338,2114/2020,06/03/2020,GUARUJÁ,SP
3328,MASSAGEOL,NEO QUIMICA,B20J2933,02 FRASCOS,,,3.710.708,2020/1246856,03/12/2020,ARAUCARIA,PR
3329,MASSAGEOL AEROSSOL TUB ALUM 1X120ML,BRAINFARMA IND. QUÍM. E FARM.,B19M0843,100,41.832,0,701177,2020 / 240152,21/02/2020,"Rodovia Regis Bittencourt , BR 116 - KM 02 - Município: CampinaGrande do Sul - PR",PR
3330,MASSAGEOL AEROSSOL TUB ALUM 1X120ML,BRAINFARMA IND. QUÍM. E FARM.,B19M0843,100,41.832,0,701177,2020 / 240152,21/02/2020,"Rodovia Regis Bittencourt , BR 116 - KM 02 - Município:Campina Grande do Sul - PR",PR
3331,MATERNA TAB 1X30,Wyeth,VS106,744,43.365,21.684,192007,"M1073-2020-00000156 / 2020-002011453-001",12/01/2020,BR 381 Carmo da Cachoeira,MG
3332,MAXALT,Supera Farma Laboratórios S.A,1031909,15 cartuchos,48.302,0,164184,807236/2020,16/06/2020,Caraguatatuba,SP
3333,Maximus,Catalent,6DC82,42,14891,-,205.993,20E0180000954,13/04/2020,Pombos,PE
3334,MAXITROL COL 5ML,NOVARTIS BIOCIENCIAS S.A,69076,1 CAIXAS,,1,44,3438 / 2020 / 100425,21/05/2020,DROGARIA,-
3335,MAXSULID,HYPERMARCAS S.A,B19M1314,1,N/A,0,11281315,2341/2020,05/03/2020,São Paulo,SP
3336,MAXSULID,HYPERMARCAS S.A,B19M1314,1,N/A,0,11283228,2341/2020,05/03/2020,São Paulo,SP
3337,MAXSULID 400MG C/10 COMP,HYPERMARCAS S.A,B19M1314,1,-,-,11309338,2114/2020,06/03/2020,GUARUJÁ,SP
3338,MAZNAZIA SUS OR FR 240 ML,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2005414,10,19.710,0,450799,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
3339,MAZNAZIA SUS OR FR 240 ML,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2005414,2,19.710,0,450797,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
3340,MAZNAZIA SUS OR FR 240 ML,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2006870,6,8.925,0,450796,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
3341,MAZNAZIA SUS OR FR 240 ML,"CIMED INDUSTRIA DEMEDICAMENTOS LTDA",2005414,3,19.710,0,451310,2020-019499094-001,24/04/2020,RIBEIRÃO DAS NEVES,MG
3342,MECLIN 25MG C/15 COMP,APSEN FARMACEUTICA S/A,19080255,3,-,-,11309338,2114/2020,06/03/2020,GUARUJÁ,SP
3343,MELHORAL ADULTO COMP REV BL 6X25X8,COSMED IND COSM MED S/A,B20H1223,6 UNIDADES,1.051,73,109.654,1990324201130030028,30.11.2020,"BR 381, KM 313, MUNICÍPIO: ANTONIO DIAS",MG
3344,MELOXICAM 15 MG 10 CPR,GERMED,1U3462,12,NA,NA,84.649,2020-055419157-001,10/11/2020,"RUA JOSE ALVES DA SILVA, 69.  BAIRRO CAIÇARAS - BELOHORIZONTE/MG",MG
3345,"MELOXICAM 15 MG SOL INJ 5 AMP 1,5 ML",EUROFARMA,662861,6,NA,NA,84.665,2020-055419157-001,10/11/2020,"RUA JOSE ALVES DA SILVA, 69.  BAIRRO CAIÇARAS - BELOHORIZONTE/MG",MG
3346,MELOXICAM 15MG COMP C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,3206160,200 CAIXAS,14.469,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3347,"MELOXICAM 7,5MG COMP C/10 GEN",LABORATÓRIO TEUTO BRASILEIRO,6852027,200 CAIXAS,18.597,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3348,MEMANTINA 10MG 60CPR,"LABORATÓRIO TEUTO BRASILEIROS/A",6721066,1 CAIXAS,,1,45,3438 / 2020 / 100425,21/05/2020,DROGARIA,-
3349,MEMANTINA HCL 10MG (C1) COMP R EV C/30 GEN,LABORATÓRIO TEUTO BRASILEIRO,6719065,700 CAIXAS,4.958,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3350,MEMANTINA HCL 10MG (C1) COMP REV C/30 GEN,LABORATÓRIO TEUTO,6719060,500 CAIXAS,12745,512,674040,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
3351,MEMANTINA HCL 10MG (C1) COMP REV C/60 GEN,LABORATÓRIO TEUTO,6721088,240 CAIXAS,5895,246,674040,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
3352,MEMANTINA HCL 10MG (C1) COMP REV C/60 GEN,LABORATÓRIO TEUTO BRASILEIRO,6721046,1 CAIXA,6.249,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3353,MEMANTINA HCL 10MG (C1) COMP REV C/60 GEN,LABORATÓRIO TEUTO BRASILEIRO,6721060,1 CAIXA,6.268,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3354,MEMANTINA HCL 10MG (C1) COMP REV C/60 GEN,LABORATÓRIO TEUTO BRASILEIRO,6721075,1 CAIXA,6.366,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3355,MEMANTINA HCL 10MG (C1) COMP REV C/60 GEN,LABORATÓRIO TEUTO BRASILEIRO,6721078,1 CAIXA,6.453,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3356,MEMANTINA HCL 10MG (C1) COMP REV C/60 GEN,LABORATÓRIO TEUTO BRASILEIRO,6721086,2 CAIXAS,6.500,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3357,MEMANTINA HCL 10MG (C1) COMP REV C/60 GEN,LABORATÓRIO TEUTO BRASILEIRO,6721094,160 CAIXAS,6.381,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*","Quantidade Fabricada/Importada",Quantidade Estoque,No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
3358,MEMANTINA HCL 10MG (C1) COMP REV C/60 GEN,LABORATÓRIO TEUTO BRASILEIRO,6721097,1800 CAIXAS,6.206,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
3359,MEMANTINA HCL 10MG (C1) COMP REV C/60 GEN,LABORATÓRIO TEUTO BRASILEIRO,6721088,120 CAIXAS,5.895,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
